No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
2200,Frozen Variety Quinoa,Grains,1 small slice,154.47,6.6,6.46,0.6,86.9,1,0,0,1,0,0.5,Synthetic
2201,Extra-Virgin Variety Whole Wheat Bread,Grains,1 slice,123.84,4.57,0.66,72.21,313.1,1,1,0,0,0,0.25,Synthetic
2202,Spiced Style Couscous,Grains,1/2 cup,134.85,5.34,0.0,0.92,25.0,1,1,1,1,0,0.75,Synthetic
2203,Fortified Blend Farro,Grains,1/4 loaf,78.66,5.85,3.01,69.64,329.1,0,1,1,1,1,0.25,Synthetic
2204,Smoked Variety Teff Porridge,Grains,1 cup,38.58,8.69,1.39,26.57,153.6,1,1,0,1,0,0.75,Synthetic
2205,Sun-Dried Selection Amaranth,Grains,1 slice,5.0,0.5,0.21,4.04,20.1,1,1,0,1,0,0.75,Synthetic
2206,Boiled Selection Teff Porridge,Grains,1/2 cup,41.48,0.39,1.02,37.99,162.7,1,1,0,1,0,1.0,Synthetic
2207,Sun-Dried Special Rice Cake,Grains,1/3 cup,162.26,7.24,0.0,38.29,182.1,1,1,0,1,0,1.0,Synthetic
2208,Pickled Traditional Brown Rice,Grains,1/4 loaf,81.18,7.79,0.0,10.49,73.1,1,1,0,1,0,0.75,Synthetic
2209,Low-Fat Selection Quinoa,Grains,1 medium roll,26.53,0.0,0.0,20.96,83.8,1,1,1,1,0,0.0,Synthetic
2210,Roasted Gourmet Sorghum,Grains,1 cup,84.19,2.51,0.0,68.84,285.4,1,1,0,1,0,0.0,Synthetic
2211,Dried Blend Rye Bread,Grains,1/2 cup,14.67,2.43,0.98,10.53,60.7,1,1,1,1,0,1.0,Synthetic
2212,Natural Mix Barley,Grains,1/4 loaf,22.4,1.2,1.21,18.87,91.2,1,1,0,0,0,0.25,Synthetic
2213,Fortified Arabian Buckwheat,Grains,1 small slice,111.67,4.82,0.0,37.5,169.3,1,1,0,1,0,1.0,Synthetic
2214,Dried Selection Buckwheat,Grains,1/4 loaf,232.06,8.89,0.56,90.75,403.6,1,1,0,1,0,0.25,Synthetic
2215,Boiled Special Quinoa,Grains,1 slice,22.32,4.22,1.33,15.65,91.5,1,1,0,1,0,0.25,Synthetic
2216,Fresh Selection Oatmeal,Grains,1 slice,88.61,11.32,0.97,71.89,341.6,1,1,0,1,0,0.75,Synthetic
2217,Whole Gourmet Barley,Grains,1 medium roll,79.86,0.0,1.74,57.74,246.6,1,0,0,1,0,0.25,Synthetic
2218,Dried Blend Whole Wheat Bread,Grains,1 slice,5.0,0.66,0.0,4.09,19.0,1,1,0,1,1,0.5,Synthetic
2219,High-Protein Medley Polenta,Grains,1 slice,56.95,11.31,2.61,42.3,237.9,0,1,1,1,0,1.0,Synthetic
2220,Low-Fat Selection Sorghum,Grains,1/2 cup,67.22,2.32,0.0,9.62,47.8,1,1,0,1,0,0.75,Synthetic
2221,Fresh Style Teff Porridge,Grains,1/2 cup,202.11,0.0,1.84,27.11,125.0,1,1,0,1,0,0.25,Synthetic
2222,Baked Variety Couscous,Grains,1 medium roll,119.39,0.2,2.77,59.38,263.2,1,1,1,1,0,0.5,Synthetic
2223,Marinated Variety Buckwheat,Grains,1/3 cup,119.9,7.1,0.06,21.56,115.2,1,1,0,1,1,0.5,Synthetic
2224,Fresh Mix Couscous,Grains,1 small slice,102.73,6.61,3.77,57.45,290.2,1,1,0,1,0,1.0,Synthetic
2225,Grilled Blend Rye Bread,Grains,1 cup,72.94,8.78,1.11,59.4,282.7,1,1,0,1,0,0.5,Synthetic
2226,Fresh Style Millet Porridge,Grains,1/2 cup,5.0,0.0,0.38,4.37,20.9,1,1,0,1,0,0.5,Synthetic
2227,Spiced Special Millet Porridge,Grains,1/2 cup,94.98,0.4,0.0,80.21,322.4,1,1,0,1,0,0.75,Synthetic
2228,Sun-Dried Gourmet Rye Bread,Grains,1 small slice,114.85,5.92,5.21,56.74,297.5,1,1,0,1,0,1.0,Synthetic
2229,Spiced Classic Buckwheat,Grains,1/3 cup,5.0,2.14,0.0,2.61,19.0,1,1,0,1,0,0.25,Synthetic
2230,Natural Blend Brown Rice,Grains,1/3 cup,68.21,0.0,3.26,61.54,275.5,1,1,0,1,0,0.5,Synthetic
2231,Dried Special Couscous,Grains,1 slice,129.52,10.92,0.0,31.74,170.6,0,1,1,1,0,0.25,Synthetic
2232,Grilled Traditional Brown Rice,Grains,1/3 cup,231.12,16.3,3.48,2.83,107.8,1,1,0,1,0,1.0,Synthetic
2233,Natural Style Bulgur,Grains,1 cup,153.47,8.1,10.27,44.6,303.2,1,0,0,1,0,0.0,Synthetic
2234,Plain Medley Bulgur,Grains,1 cup,111.77,1.44,0.0,51.29,210.9,1,1,0,1,0,0.25,Synthetic
2235,Natural Traditional Whole Wheat Bread,Grains,1/4 loaf,105.61,15.77,2.85,36.23,233.6,1,1,0,1,0,0.25,Synthetic
2236,Baked Special Oatmeal,Grains,1 cup,234.0,5.22,3.58,83.94,388.9,1,1,1,1,0,0.5,Synthetic
2237,High-Protein Bahraini Rice Cake,Grains,1 slice,147.4,10.49,6.57,36.46,246.9,1,1,1,1,0,1.0,Synthetic
2238,Boiled Mix Bulgur,Grains,1/4 loaf,170.01,2.08,0.3,8.39,44.6,0,1,0,1,0,0.25,Synthetic
2239,Raw Blend Sorghum,Grains,1 medium roll,5.0,0.66,0.13,3.96,19.6,1,1,0,1,0,0.0,Synthetic
2240,Steamed Classic Oatmeal,Grains,1 small slice,225.57,0.0,0.0,79.77,319.1,1,1,0,0,0,1.0,Synthetic
2241,Boiled Gourmet Buckwheat,Grains,1 slice,5.0,0.12,0.21,4.42,20.1,1,0,0,1,0,1.0,Synthetic
2242,Enriched Original Buckwheat,Grains,1 slice,78.02,11.72,1.99,38.09,217.2,1,1,0,1,0,1.0,Synthetic
2243,Unsalted Arabian Oatmeal,Grains,1/4 loaf,5.0,0.53,1.3,2.92,25.5,0,1,0,1,0,0.0,Synthetic
2244,Cold-Pressed Style Spelt Bread,Grains,1 slice,64.98,11.3,1.83,18.29,134.8,1,1,0,0,0,0.5,Synthetic
2245,Pickled Traditional Amaranth,Grains,1/3 cup,188.38,2.25,0.98,24.77,116.9,0,1,0,0,0,0.5,Synthetic
2246,Frozen Style Bulgur,Grains,1/3 cup,234.0,6.33,5.22,25.28,173.4,1,1,0,1,0,0.75,Synthetic
2247,Unsalted Arabian Whole Grain Crackers,Grains,1/2 cup,96.16,2.72,0.0,67.51,280.9,1,1,1,1,0,1.0,Synthetic
2248,Herb-Infused Selection Couscous,Grains,1 slice,109.56,9.87,0.0,54.06,255.7,0,1,0,1,0,1.0,Synthetic
2249,Smoked Style Spelt Bread,Grains,1/3 cup,146.9,15.35,0.0,17.53,131.5,1,1,0,1,0,0.75,Synthetic
2250,Fortified Style Bulgur,Grains,1 cup,234.0,1.95,3.71,104.45,459.0,1,1,1,1,0,0.5,Synthetic
2251,Homemade Blend Amaranth,Grains,1 cup,22.1,7.97,3.03,0.6,61.5,1,1,0,1,0,0.0,Synthetic
2252,Extra-Virgin Traditional Amaranth,Grains,1 small slice,46.67,2.49,0.52,41.33,180.0,1,1,0,1,0,0.0,Synthetic
2253,Natural Style Buckwheat,Grains,1 medium roll,6.79,3.25,0.57,2.63,28.6,1,1,0,1,0,0.75,Synthetic
2254,Seasonal Variety Millet Porridge,Grains,1/2 cup,208.52,10.13,2.94,23.11,159.4,1,0,0,1,0,0.75,Synthetic
2255,Enriched Farm-Fresh Bulgur,Grains,1/4 loaf,47.48,8.74,0.89,18.88,118.5,1,1,1,1,0,0.0,Synthetic
2256,Cold-Pressed Original Teff Porridge,Grains,1/4 loaf,116.02,5.17,4.33,90.25,420.6,1,1,0,1,1,0.75,Synthetic
2257,Baked Medley Barley,Grains,1 small slice,150.52,2.14,0.0,55.81,231.8,1,1,0,1,0,0.0,Synthetic
2258,Smoked Mix Rye Bread,Grains,1 cup,81.23,18.76,1.84,0.6,94.0,1,1,1,1,0,0.25,Synthetic
2259,Plain Arabian Pasta,Grains,1 cup,152.93,0.76,1.82,0.6,21.8,1,1,0,1,0,1.0,Synthetic
2260,Roasted Medley Millet Porridge,Grains,1 medium roll,98.14,6.69,0.0,0.6,29.2,1,1,0,1,0,0.75,Synthetic
2261,Natural Original Rice Cake,Grains,1/4 loaf,131.0,13.47,0.7,71.71,347.0,1,1,0,1,0,0.0,Synthetic
2262,Local Medley Whole Wheat Bread,Grains,1/2 cup,92.99,7.8,0.0,72.09,319.6,1,0,0,1,0,0.75,Synthetic
2263,Herb-Infused Original Rye Bread,Grains,1 cup,5.0,0.09,0.0,4.66,19.0,1,1,1,1,0,0.5,Synthetic
2264,Spiced Special Quinoa,Grains,1/2 cup,83.93,5.43,0.0,14.03,77.8,1,0,1,1,0,1.0,Synthetic
2265,Cold-Pressed Classic Brown Rice,Grains,1/2 cup,62.12,5.68,0.78,0.6,32.1,1,1,0,1,0,0.0,Synthetic
2266,Whole Farm-Fresh Buckwheat,Grains,1 slice,123.15,5.05,0.0,40.8,183.4,1,1,0,1,0,0.75,Synthetic
2267,Reduced-Fat Garden Buckwheat,Grains,1 medium roll,113.7,3.47,2.52,2.23,45.5,1,1,0,1,0,0.0,Synthetic
2268,Enriched Arabian Corn Tortilla,Grains,1/3 cup,73.11,0.06,0.0,0.6,2.6,1,1,0,1,1,0.5,Synthetic
2269,Unsalted Arabian Quinoa,Grains,1 medium roll,97.76,5.27,2.45,25.84,146.5,0,1,0,1,0,0.0,Synthetic
2270,Premium Traditional Millet Porridge,Grains,1/3 cup,5.0,1.26,0.02,3.47,19.1,1,1,0,1,0,0.25,Synthetic
2271,Plain Special Whole Grain Crackers,Grains,1/3 cup,65.55,8.06,0.74,34.21,175.7,1,1,0,1,0,0.25,Synthetic
2272,Grilled Medley Rice Cake,Grains,1/2 cup,78.08,6.54,3.83,39.15,217.2,1,1,0,1,0,0.75,Synthetic
2273,High-Protein Original Quinoa,Grains,1/2 cup,35.79,1.47,0.0,32.53,136.0,0,1,0,1,0,0.0,Synthetic
2274,Spiced Special Pasta,Grains,1 cup,53.34,1.08,0.0,49.59,202.7,1,1,0,1,0,0.5,Synthetic
2275,Unsalted Traditional Oatmeal,Grains,1 slice,156.76,0.0,6.7,51.39,265.9,1,1,0,0,0,0.0,Synthetic
2276,Smoked Classic Brown Rice,Grains,1 slice,168.53,5.11,9.07,0.6,104.5,1,1,0,1,0,0.0,Synthetic
2277,Whole Variety Buckwheat,Grains,1 cup,67.49,4.15,0.32,49.85,218.9,1,0,0,1,0,0.25,Synthetic
2278,Roasted Arabian Barley,Grains,1/4 loaf,5.0,0.18,0.35,4.22,20.8,1,1,0,0,1,1.0,Synthetic
2279,Organic Variety Spelt Bread,Grains,1 slice,125.29,7.95,4.1,17.62,139.2,1,1,0,1,0,0.25,Synthetic
2280,Plain Blend Quinoa,Grains,1 small slice,85.29,14.87,1.88,46.2,261.2,0,1,0,1,0,0.25,Synthetic
2281,Grilled Premium Barley,Grains,1 cup,127.41,7.5,1.56,81.31,369.3,1,1,0,0,0,0.0,Synthetic
2282,Natural Original Buckwheat,Grains,1 medium roll,94.59,9.86,1.72,18.35,128.3,1,1,1,0,0,1.0,Synthetic
2283,Frozen Wild Buckwheat,Grains,1 medium roll,5.0,2.96,0.39,1.41,21.0,1,1,0,1,0,0.25,Synthetic
2284,Pickled Bahraini Pasta,Grains,1/4 loaf,5.0,3.31,1.24,0.2,25.2,1,1,0,1,0,1.0,Synthetic
2285,Enriched Mix Brown Rice,Grains,1/4 loaf,5.0,4.35,0.21,0.19,20.1,1,1,0,0,0,1.0,Synthetic
2286,Local Original Pasta,Grains,1 small slice,5.0,1.91,0.16,2.68,19.8,0,1,0,1,0,0.25,Synthetic
2287,Frozen Traditional Couscous,Grains,1 cup,200.23,2.15,0.0,32.1,137.0,1,1,0,1,0,0.25,Synthetic
2288,Raw Gourmet Quinoa,Grains,1/4 loaf,123.26,0.0,3.28,3.04,41.7,0,1,1,1,0,0.75,Synthetic
2289,Whipped Variety Amaranth,Grains,1/4 loaf,5.24,0.17,0.11,4.69,20.4,1,1,0,1,0,0.25,Synthetic
2290,Zero-Fat Garden Whole Grain Crackers,Grains,1 cup,95.61,9.87,7.16,81.22,428.8,1,1,1,1,0,0.75,Synthetic
2291,Unsalted Style Whole Grain Crackers,Grains,1/4 loaf,50.03,6.98,2.71,16.41,118.0,1,1,0,1,0,0.25,Synthetic
2292,Organic Style Farro,Grains,1 cup,77.13,7.53,4.16,0.6,70.0,1,1,0,1,0,0.5,Synthetic
2293,Cold-Pressed Mix Barley,Grains,1 medium roll,91.77,0.0,0.0,0.6,2.4,1,1,1,1,0,0.75,Synthetic
2294,Boiled Farm-Fresh Polenta,Grains,1 medium roll,36.99,7.07,0.0,24.61,126.7,1,1,0,1,0,0.0,Synthetic
2295,Unsalted Selection Sorghum,Grains,1 small slice,5.0,0.12,0.05,4.58,19.2,1,1,0,1,0,0.75,Synthetic
2296,Lightly-Salted Medley Millet Porridge,Grains,1/2 cup,35.67,8.39,2.31,23.19,147.1,1,1,0,1,0,0.0,Synthetic
2297,Premium Original Brown Rice,Grains,1 slice,232.05,11.21,0.0,45.12,225.3,1,1,0,1,1,0.0,Synthetic
2298,Zero-Fat Blend Amaranth,Grains,1/2 cup,110.71,0.88,0.9,11.66,58.3,1,1,1,1,0,1.0,Synthetic
2299,Fortified Special Buckwheat,Grains,1/2 cup,55.67,14.62,7.5,18.24,198.9,1,1,1,1,0,0.25,Synthetic
2300,Premium Style Spelt Bread,Grains,1/2 cup,174.71,1.47,1.28,67.86,288.8,1,0,1,1,0,0.75,Synthetic
2301,Fortified Bahraini Spelt Bread,Grains,1/3 cup,5.0,4.49,0.0,0.26,19.0,1,1,0,1,0,0.5,Synthetic
2302,Enriched Premium Buckwheat,Grains,1/4 loaf,5.0,3.25,0.98,0.52,23.9,1,1,1,0,0,0.75,Synthetic
2303,Fresh Variety Teff Porridge,Grains,1/3 cup,64.14,7.52,1.15,44.59,218.8,1,1,0,1,0,0.75,Synthetic
2304,Sun-Dried Classic Polenta,Grains,1 cup,61.16,3.55,0.68,0.6,22.7,0,1,0,1,0,0.75,Synthetic
2305,Boiled Special Polenta,Grains,1/4 loaf,161.38,2.11,2.14,30.81,150.9,1,1,0,1,0,0.25,Synthetic
2306,Unsalted Traditional Pasta,Grains,1/4 loaf,196.82,9.36,0.34,5.05,60.7,1,1,1,1,0,0.25,Synthetic
2307,Baked Heritage Oatmeal,Grains,1/2 cup,158.81,10.29,0.0,2.7,52.0,1,1,1,1,0,0.25,Synthetic
2308,Local Variety Millet Porridge,Grains,1 cup,5.0,0.26,0.24,4.24,20.2,1,0,0,1,0,0.75,Synthetic
2309,Low-Fat Premium Barley,Grains,1 small slice,45.68,1.49,0.0,41.91,173.6,1,1,0,1,1,0.0,Synthetic
2310,Fortified Heritage Amaranth,Grains,1 medium roll,5.0,0.51,0.0,4.24,19.0,1,1,1,1,0,0.0,Synthetic
2311,Cold-Pressed Wild Sorghum,Grains,1 slice,109.05,2.23,3.15,41.03,201.4,1,1,1,1,0,0.0,Synthetic
2312,Grilled Heritage Buckwheat,Grains,1/3 cup,68.14,0.0,2.99,41.23,191.8,1,1,0,1,0,0.5,Synthetic
2313,Homemade Garden Whole Wheat Bread,Grains,1 slice,5.0,0.0,0.0,4.75,19.0,1,1,0,1,0,0.0,Synthetic
2314,Unsalted Farm-Fresh Polenta,Grains,1/4 loaf,18.03,1.28,0.0,15.84,68.5,1,1,0,1,1,0.5,Synthetic
2315,Dried Variety Teff Porridge,Grains,1/3 cup,5.0,1.65,0.75,2.34,22.7,1,1,0,1,0,1.0,Synthetic
2316,Unsalted Classic Barley,Grains,1/3 cup,70.3,0.0,1.43,5.93,36.6,1,1,0,1,0,0.0,Synthetic
2317,Organic Premium Buckwheat,Grains,1/3 cup,125.54,2.82,0.0,57.68,242.0,0,1,0,1,0,1.0,Synthetic
2318,Natural Traditional Corn Tortilla,Grains,1/2 cup,79.69,5.61,0.0,70.09,302.8,1,1,0,1,0,0.0,Synthetic
2319,Marinated Blend Bulgur,Grains,1 slice,14.68,1.35,0.0,12.59,55.8,1,1,0,1,0,0.75,Synthetic
2320,Grilled Wild Sorghum,Grains,1 small slice,5.0,0.0,0.0,0.6,2.4,1,1,0,1,0,0.25,Synthetic
2321,Extra-Virgin Heritage Polenta,Grains,1 medium roll,51.94,0.0,0.0,52.93,211.7,1,1,0,1,0,0.75,Synthetic
2322,Grilled Original Sorghum,Grains,1/2 cup,36.58,7.3,0.0,27.45,139.0,1,1,0,1,0,0.75,Synthetic
2323,Roasted Heritage Corn Tortilla,Grains,1 small slice,59.07,3.27,0.19,0.6,17.2,1,1,0,0,0,1.0,Synthetic
2324,Raw Farm-Fresh Couscous,Grains,1/3 cup,10.82,1.3,0.65,8.33,44.4,1,1,0,1,0,0.25,Synthetic
2325,Fresh Classic Buckwheat,Grains,1/4 loaf,135.46,2.83,11.38,80.35,435.1,1,1,0,1,0,0.25,Synthetic
2326,Zero-Fat Heritage Polenta,Grains,1 small slice,98.04,9.35,6.59,21.52,182.8,1,1,0,1,0,0.75,Synthetic
2327,Pickled Variety Millet Porridge,Grains,1 small slice,53.36,0.07,2.61,0.6,26.2,1,1,0,1,0,0.0,Synthetic
2328,Boiled Special Corn Tortilla,Grains,1 slice,86.03,2.87,0.07,31.84,139.5,1,1,0,1,0,1.0,Synthetic
2329,Extra-Virgin Blend Rice Cake,Grains,1/2 cup,193.59,0.0,6.16,59.11,291.9,1,1,0,1,0,0.75,Synthetic
2330,Spiced Blend Buckwheat,Grains,1 small slice,71.8,1.83,3.57,62.81,290.7,1,1,0,1,0,0.5,Synthetic
2331,Steamed Gourmet Sorghum,Grains,1 small slice,86.46,3.6,0.0,78.54,328.6,1,1,1,1,0,0.5,Synthetic
2332,Local Variety Whole Grain Crackers,Grains,1/3 cup,109.57,9.24,1.78,51.15,257.6,1,0,0,1,0,0.75,Synthetic
2333,Whole Bahraini Whole Grain Crackers,Grains,1/3 cup,12.5,4.24,0.36,7.28,49.3,1,1,0,1,0,0.0,Synthetic
2334,Natural Traditional Oatmeal,Grains,1 small slice,84.68,2.59,1.4,77.93,334.7,0,1,0,1,0,0.75,Synthetic
2335,Herb-Infused Arabian Corn Tortilla,Grains,1 medium roll,32.89,0.36,1.77,29.11,133.8,1,1,1,1,0,0.0,Synthetic
2336,Sun-Dried Traditional Whole Grain Crackers,Grains,1 cup,139.75,7.78,0.0,6.84,58.5,1,1,0,1,0,0.75,Synthetic
2337,Plain Style Polenta,Grains,1/2 cup,140.39,9.39,1.3,48.25,242.3,1,1,0,1,0,0.0,Synthetic
2338,Grilled Classic Rice Cake,Grains,1/2 cup,55.57,0.0,2.2,50.6,222.2,1,0,0,1,0,0.75,Synthetic
2339,Low-Fat Wild Brown Rice,Grains,1 cup,35.76,2.9,1.51,29.56,143.4,1,1,0,1,0,0.75,Synthetic
2340,Zero-Fat Wild Rice Cake,Grains,1 medium roll,161.59,6.89,3.62,48.8,255.3,1,0,1,0,0,0.75,Synthetic
2341,Spiced Wild Whole Wheat Bread,Grains,1/2 cup,164.72,0.58,1.71,52.45,227.5,1,0,0,1,0,0.5,Synthetic
2342,Frozen Traditional Quinoa,Grains,1 medium roll,17.19,2.08,0.0,0.6,10.7,1,1,0,1,0,0.25,Synthetic
2343,Frozen Arabian Rye Bread,Grains,1 medium roll,43.98,1.02,0.0,40.76,167.1,1,1,0,1,0,0.75,Synthetic
2344,Reduced-Fat Bahraini Couscous,Grains,1 slice,57.08,7.65,4.98,30.65,198.0,1,1,1,1,0,1.0,Synthetic
2345,Spiced Gourmet Couscous,Grains,1 slice,34.11,2.44,1.73,28.23,138.2,1,1,1,1,0,0.75,Synthetic
2346,Zero-Fat Arabian Quinoa,Grains,1 medium roll,135.52,7.81,4.29,19.97,149.7,1,1,0,1,0,0.25,Synthetic
2347,Herb-Infused Heritage Corn Tortilla,Grains,1 medium roll,95.0,6.27,10.13,0.6,118.7,1,0,0,1,0,0.5,Synthetic
2348,Zero-Fat Wild Sorghum,Grains,1 medium roll,146.07,4.33,4.19,0.6,57.4,1,1,0,1,0,0.5,Synthetic
2349,Herb-Infused Wild Brown Rice,Grains,1 medium roll,219.35,6.6,1.22,14.92,97.1,1,1,0,1,0,1.0,Synthetic
2350,Raw Blend Buckwheat,Grains,1 slice,130.43,5.19,3.29,5.6,72.8,1,1,0,1,0,0.75,Synthetic
2351,Premium Selection Buckwheat,Grains,1 cup,107.92,6.83,5.49,44.85,256.1,1,1,0,1,0,0.25,Synthetic
2352,Frozen Garden Quinoa,Grains,1/4 loaf,88.32,0.0,0.09,82.88,332.3,1,1,1,1,0,0.75,Synthetic
2353,Fortified Garden Whole Wheat Bread,Grains,1/4 loaf,132.05,0.96,0.0,0.6,6.2,1,1,0,0,0,0.75,Synthetic
2354,Whipped Mix Teff Porridge,Grains,1/2 cup,197.1,8.33,0.64,17.63,109.6,0,1,0,0,0,0.5,Synthetic
2355,Dried Farm-Fresh Rice Cake,Grains,1 cup,114.74,0.0,6.38,96.77,444.5,1,1,0,1,0,0.5,Synthetic
2356,Lightly-Salted Traditional Pasta,Grains,1/3 cup,97.65,0.0,3.55,25.84,135.3,1,1,0,1,1,0.0,Synthetic
2357,Whole Blend Corn Tortilla,Grains,1 small slice,42.58,6.18,0.0,34.27,161.8,1,1,0,1,0,1.0,Synthetic
2358,Grilled Traditional Corn Tortilla,Grains,1 slice,121.63,5.1,3.25,46.12,234.1,1,1,0,1,0,0.25,Synthetic
2359,Reduced-Fat Premium Corn Tortilla,Grains,1/2 cup,100.09,5.47,0.53,51.01,230.7,1,1,1,1,0,1.0,Synthetic
2360,Grilled Special Rice Cake,Grains,1/2 cup,17.49,1.43,0.6,14.59,69.5,1,1,0,1,0,0.25,Synthetic
2361,High-Protein Variety Brown Rice,Grains,1 cup,167.72,0.0,2.92,64.82,285.6,1,1,0,1,0,0.75,Synthetic
2362,Local Mix Polenta,Grains,1 small slice,5.0,0.0,0.31,4.44,20.6,1,1,0,1,0,0.5,Synthetic
2363,Plain Original Rye Bread,Grains,1/4 loaf,112.83,0.0,0.95,88.14,361.1,1,1,1,1,0,0.25,Synthetic
2364,Smoked Wild Farro,Grains,1 cup,89.07,4.75,0.0,56.21,243.8,1,1,0,1,0,0.25,Synthetic
2365,Zero-Fat Special Corn Tortilla,Grains,1/3 cup,57.79,8.17,2.08,44.66,230.0,1,1,0,0,0,0.5,Synthetic
2366,Spiced Selection Bulgur,Grains,1 small slice,61.9,6.86,5.75,39.81,238.4,1,1,0,1,0,0.25,Synthetic
2367,Organic Selection Farro,Grains,1/2 cup,55.11,0.0,1.46,0.6,15.5,1,1,0,1,0,0.0,Synthetic
2368,Marinated Style Farro,Grains,1 medium roll,33.98,7.29,0.0,24.99,129.1,1,1,0,0,0,1.0,Synthetic
2369,Frozen Mix Spelt Bread,Grains,1 cup,155.58,9.46,2.17,0.6,59.8,1,1,0,1,0,0.0,Synthetic
2370,Sun-Dried Blend Millet Porridge,Grains,1 slice,5.0,0.0,0.11,4.64,19.5,1,1,0,1,0,0.5,Synthetic
2371,Frozen Wild Whole Grain Crackers,Grains,1 slice,39.04,7.94,0.0,0.6,34.2,1,1,0,1,0,0.75,Synthetic
2372,Grilled Medley Bulgur,Grains,1 medium roll,121.85,4.93,4.01,65.56,318.1,0,0,0,1,0,0.75,Synthetic
2373,Marinated Medley Amaranth,Grains,1/4 loaf,138.35,2.69,3.38,0.6,43.6,1,1,1,1,0,0.0,Synthetic
2374,Seasonal Selection Whole Wheat Bread,Grains,1 small slice,63.01,0.0,0.0,21.31,85.2,1,1,0,1,0,0.5,Synthetic
2375,Lightly-Salted Wild Rye Bread,Grains,1/2 cup,5.0,1.39,0.54,2.83,21.7,1,1,0,1,0,0.75,Synthetic
2376,Whipped Blend Rice Cake,Grains,1 small slice,96.76,13.27,7.55,19.88,200.6,1,1,0,1,0,0.75,Synthetic
2377,Organic Medley Brown Rice,Grains,1 medium roll,5.0,0.31,0.17,4.27,19.8,1,1,0,1,0,1.0,Synthetic
2378,Frozen Heritage Couscous,Grains,1/4 loaf,5.0,0.41,0.13,4.21,19.6,1,1,1,1,0,1.0,Synthetic
2379,Organic Medley Couscous,Grains,1/2 cup,16.63,5.99,3.71,0.6,59.8,1,0,0,1,0,0.5,Synthetic
2380,Lightly-Salted Original Rice Cake,Grains,1/2 cup,124.92,2.06,2.67,73.07,324.5,1,1,1,1,1,0.0,Synthetic
2381,Dried Original Millet Porridge,Grains,1 slice,111.67,13.32,5.04,56.73,325.6,1,1,0,1,0,0.25,Synthetic
2382,Extra-Virgin Mix Barley,Grains,1 slice,28.19,0.0,9.24,15.31,144.4,1,1,1,0,0,0.25,Synthetic
2383,Herb-Infused Arabian Polenta,Grains,1 cup,167.65,9.49,2.62,60.67,304.2,1,1,1,1,0,0.25,Synthetic
2384,Boiled Variety Whole Grain Crackers,Grains,1 medium roll,28.89,3.29,4.78,19.38,133.7,1,1,0,1,0,0.25,Synthetic
2385,Roasted Garden Bulgur,Grains,1 medium roll,63.18,0.0,3.1,0.6,30.3,1,1,0,1,0,0.75,Synthetic
2386,Fresh Original Pasta,Grains,1/3 cup,69.94,0.0,0.41,29.8,122.9,1,1,0,1,0,1.0,Synthetic
2387,Smoked Original Barley,Grains,1 cup,48.36,6.86,0.0,39.09,183.8,1,1,0,1,0,0.0,Synthetic
2388,Unsalted Classic Whole Grain Crackers,Grains,1 small slice,34.15,0.0,0.0,0.6,2.4,1,1,1,1,0,1.0,Synthetic
2389,Plain Wild Teff Porridge,Grains,1 small slice,137.69,7.87,0.0,21.17,116.2,1,1,0,1,0,0.25,Synthetic
2390,Spiced Mix Millet Porridge,Grains,1/4 loaf,5.0,0.23,0.22,4.3,20.1,1,1,1,1,0,0.0,Synthetic
2391,Fresh Blend Polenta,Grains,1 slice,96.49,14.5,2.28,0.6,80.9,1,1,0,0,0,1.0,Synthetic
2392,Unsalted Bahraini Rye Bread,Grains,1/2 cup,5.0,4.06,0.54,0.14,21.7,1,1,0,1,0,0.0,Synthetic
2393,Dried Style Quinoa,Grains,1 slice,84.4,0.0,3.59,22.72,123.2,1,0,0,1,0,0.75,Synthetic
2394,Pickled Special Rye Bread,Grains,1/2 cup,161.0,0.0,1.71,0.6,17.8,1,1,1,1,0,1.0,Synthetic
2395,Marinated Variety Bulgur,Grains,1/4 loaf,81.79,6.36,0.89,0.6,35.9,1,1,1,1,0,0.75,Synthetic
2396,Steamed Arabian Millet Porridge,Grains,1/4 loaf,52.3,0.0,7.56,42.01,236.1,0,1,0,1,0,0.0,Synthetic
2397,Seasonal Farm-Fresh Buckwheat,Grains,1 cup,152.32,10.47,0.0,58.7,276.7,1,1,0,1,0,0.25,Synthetic
2398,Local Special Rye Bread,Grains,1 slice,13.05,1.64,0.17,10.59,50.5,1,1,0,1,0,1.0,Synthetic
2399,Fresh Heritage Amaranth,Grains,1 slice,5.0,0.48,0.0,4.27,19.0,1,1,0,1,0,0.0,Synthetic
2400,Seasonal Farm-Fresh Barley,Grains,1/4 loaf,5.0,4.52,0.01,0.22,19.0,1,0,1,1,0,0.75,Synthetic
2401,Sun-Dried Garden Couscous,Grains,1/3 cup,186.72,6.3,1.92,16.66,109.1,0,1,0,1,0,0.5,Synthetic
2402,Cold-Pressed Gourmet Oatmeal,Grains,1/2 cup,139.69,0.41,3.92,111.89,484.5,0,1,0,1,0,0.5,Synthetic
2403,Cold-Pressed Farm-Fresh Quinoa,Grains,1/4 loaf,85.59,1.62,0.0,0.79,9.6,1,1,0,1,0,0.25,Synthetic
